,_,_,_,start_loc,end_loc,_,_,_,gene_info
"
2695,Chromosome,ena,gene,3000345,3002603,.,+,.,"ID=gene:b2866;Name=xdhA;biotype=protein_coding;description=xanthine dehydrogenase%2C molybdenum binding subunit;gene_id=b2866;logic_name=ena
"
2696,Chromosome,ena,gene,3002614,3003492,.,+,.,"ID=gene:b2867;Name=xdhB;biotype=protein_coding;description=xanthine dehydrogenase%2C FAD-binding subunit;gene_id=b2867;logic_name=ena
"
2697,Chromosome,ena,gene,3003489,3003968,.,+,.,"ID=gene:b2868;Name=xdhC;biotype=protein_coding;description=xanthine dehydrogenase%2C Fe-S binding subunit;gene_id=b2868;logic_name=ena
"
2698,Chromosome,ena,gene,3004008,3005786,.,-,.,"ID=gene:b2869;Name=ygeV;biotype=protein_coding;description=putative sigma-54-interacting transcriptional activator;gene_id=b2869;logic_name=ena
"
2699,Chromosome,ena,gene,3006262,3007452,.,+,.,"ID=gene:b2870;Name=ygeW;biotype=protein_coding;description=putative carbamoyltransferase;gene_id=b2870;logic_name=ena
"
2700,Chromosome,ena,gene,3007510,3008706,.,+,.,"ID=gene:b2871;Name=ygeX;biotype=protein_coding;description=2%2C3-diaminopropionate ammonia lyase%2C PLP-dependent;gene_id=b2871;logic_name=ena
"
2701,Chromosome,ena,gene,3008764,3009975,.,+,.,"ID=gene:b2872;Name=ygeY;biotype=protein_coding;description=putative peptidase;gene_id=b2872;logic_name=ena
"
2702,Chromosome,ena,gene,3010028,3011413,.,+,.,"ID=gene:b2873;Name=hyuA;biotype=protein_coding;description=D-stereospecific phenylhydantoinase;gene_id=b2873;logic_name=ena
"
2703,Chromosome,ena,gene,3011461,3012393,.,+,.,"ID=gene:b2874;Name=yqeA;biotype=protein_coding;description=putative amino acid kinase;gene_id=b2874;logic_name=ena
"
2704,Chromosome,ena,gene,3012614,3014239,.,-,.,"ID=gene:b2875;Name=yqeB;biotype=protein_coding;description=XdhC-CoxI family protein with NAD(P)-binding Rossman fold;gene_id=b2875;logic_name=ena
"
2705,Chromosome,ena,gene,3014287,3015057,.,-,.,"ID=gene:b2876;Name=yqeC;biotype=protein_coding;description=putative selenium-dependent hydroxylase accessory protein;gene_id=b2876;logic_name=ena
"
2706,Chromosome,ena,gene,3015160,3015738,.,+,.,"ID=gene:b2877;Name=mocA;biotype=protein_coding;description=CTP:molybdopterin cytidylyltransferase;gene_id=b2877;logic_name=ena
"
2707,Chromosome,ena,gene,3016060,3019158,.,+,.,"ID=gene:b2878;Name=ygfK;biotype=protein_coding;description=putative Fe-S subunit oxidoreductase subunit;gene_id=b2878;logic_name=ena
"
2708,Chromosome,ena,gene,3019161,3020489,.,+,.,"ID=gene:b2879;Name=ssnA;biotype=protein_coding;description=putative chlorohydrolase/aminohydrolase;gene_id=b2879;logic_name=ena
"
2709,Chromosome,ena,gene,3020540,3021319,.,+,.,"ID=gene:b2880;Name=ygfM;biotype=protein_coding;description=putative oxidoreductase;gene_id=b2880;logic_name=ena
"
2710,Chromosome,ena,gene,3021316,3024186,.,+,.,"ID=gene:b2881;Name=xdhD;biotype=protein_coding;description=putative hypoxanthine oxidase%2C molybdopterin-binding/Fe-S binding;gene_id=b2881;logic_name=ena
"
2711,Chromosome,ena,gene,3024351,3025751,.,+,.,"ID=gene:b2882;Name=xanQ;biotype=protein_coding;description=xanthine permease;gene_id=b2882;logic_name=ena
"
2712,Chromosome,ena,gene,3025766,3027085,.,+,.,"ID=gene:b2883;Name=guaD;biotype=protein_coding;description=guanine deaminase;gene_id=b2883;logic_name=ena
"
2713,Chromosome,ena,gene,3027121,3028488,.,+,.,"ID=gene:b4464;Name=ghxQ;biotype=protein_coding;description=guanine/hypoxanthine permease%2C high affinity%3B guanine/hypoxanthine:H+ symporter;gene_id=b4464;logic_name=ena
"
2714,Chromosome,ena,gene,3028524,3029012,.,-,.,"ID=gene:b2886;Name=ygfS;biotype=protein_coding;description=putative 4Fe-4S ferredoxin-type oxidoreductase subunit;gene_id=b2886;logic_name=ena
"
2715,Chromosome,ena,gene,3029012,3030931,.,-,.,"ID=gene:b2887;Name=ygfT;biotype=protein_coding;description=putative oxidoreductase%2C Fe-S subunit/nucleotide-binding subunit;gene_id=b2887;logic_name=ena
"
2716,Chromosome,ena,gene,3031367,3032815,.,+,.,"ID=gene:b2888;Name=uacT;biotype=protein_coding;description=uric acid permease;gene_id=b2888;logic_name=ena
"
2717,Chromosome,ena,gene,3032817,3032942,.,+,.,"ID=gene:b4684;Name=yqfG;biotype=protein_coding;description=uncharacterized protein;gene_id=b4684;logic_name=ena
"
2718,Chromosome,ena,gene,3033065,3033613,.,+,.,"ID=gene:b2889;Name=idi;biotype=protein_coding;description=isopentenyl diphosphate isomerase;gene_id=b2889;logic_name=ena
"
2719,Chromosome,ena,gene,3033657,3035174,.,-,.,"ID=gene:b2890;Name=lysS;biotype=protein_coding;description=lysine tRNA synthetase%2C constitutive;gene_id=b2890;logic_name=ena
"
2720,Chromosome,ena,gene,3035184,3036282,.,-,.,"ID=gene:b2891;Name=prfB;biotype=protein_coding;description=peptide chain release factor RF-2;gene_id=b2891;logic_name=ena
"
2721,Chromosome,ena,gene,3036373,3038106,.,-,.,"ID=gene:b2892;Name=recJ;biotype=protein_coding;description=ssDNA exonuclease%2C 5'--> 3'-specific;gene_id=b2892;logic_name=ena
"
2722,Chromosome,ena,gene,3038112,3038822,.,-,.,"ID=gene:b2893;Name=dsbC;biotype=protein_coding;description=protein disulfide isomerase II;gene_id=b2893;logic_name=ena
"
2723,Chromosome,ena,gene,3038847,3039743,.,-,.,"ID=gene:b2894;Name=xerD;biotype=protein_coding;description=site-specific tyrosine recombinase;gene_id=b2894;logic_name=ena
"
2724,Chromosome,ena,gene,3039855,3040376,.,+,.,"ID=gene:b2895;Name=fldB;biotype=protein_coding;description=flavodoxin 2;gene_id=b2895;logic_name=ena
"
2725,Chromosome,ena,gene,3040416,3040823,.,-,.,"ID=gene:b2896;Name=cptA;biotype=protein_coding;description=toxin of CptAB toxin-antitoxin pair;gene_id=b2896;logic_name=ena
"
2726,Chromosome,ena,gene,3040804,3041070,.,-,.,"ID=gene:b2897;Name=sdhE;biotype=protein_coding;description=flavinator of succinate dehydrogenase%3B antitoxin of CptAB toxin-antitoxin pair;gene_id=b2897;logic_name=ena
"
2727,Chromosome,ena,gene,3041313,3042293,.,+,.,"ID=gene:b2898;Name=ygfZ;biotype=protein_coding;description=iron-sulfur cluster repair protein%2C plumbagin resistance;gene_id=b2898;logic_name=ena
"
2728,Chromosome,ena,gene,3042489,3043148,.,-,.,"ID=gene:b2899;Name=yqfA;biotype=protein_coding;description=hemolysin III family HylIII inner membrane protein;gene_id=b2899;logic_name=ena
"
2729,Chromosome,ena,gene,3043312,3043623,.,-,.,"ID=gene:b2900;Name=yqfB;biotype=protein_coding;description=UPF0267 family protein;gene_id=b2900;logic_name=ena
"
2730,Chromosome,ena,gene,3043662,3045101,.,+,.,"ID=gene:b2901;Name=bglA;biotype=protein_coding;description=6-phospho-beta-glucosidase A;gene_id=b2901;logic_name=ena
"
2731,Chromosome,ena,gene,3045158,3045901,.,-,.,"ID=gene:b2902;Name=ygfF;biotype=protein_coding;description=putative NAD(P)-dependent oxidoreductase;gene_id=b2902;logic_name=ena
"
2732,Chromosome,ena,gene,3046168,3049041,.,-,.,"ID=gene:b2903;Name=gcvP;biotype=protein_coding;description=glycine decarboxylase%2C PLP-dependent%2C subunit P of glycine cleavage complex;gene_id=b2903;logic_name=ena
"
2733,Chromosome,ena,gene,3049160,3049549,.,-,.,"ID=gene:b2904;Name=gcvH;biotype=protein_coding;description=glycine cleavage complex lipoylprotein;gene_id=b2904;logic_name=ena
"
2734,Chromosome,ena,gene,3049573,3050667,.,-,.,"ID=gene:b2905;Name=gcvT;biotype=protein_coding;description=aminomethyltransferase%2C tetrahydrofolate-dependent%2C subunit (T protein) of glycine cleavage complex;gene_id=b2905;logic_name=ena
"
2735,Chromosome,ena,gene,3051115,3052317,.,-,.,"ID=gene:b2906;Name=ubiI;biotype=protein_coding;description=2-octaprenylphenol hydroxylase%2C FAD-dependent;gene_id=b2906;logic_name=ena
"
2736,Chromosome,ena,gene,3052340,3053518,.,-,.,"ID=gene:b2907;Name=ubiH;biotype=protein_coding;description=2-octaprenyl-6-methoxyphenol hydroxylase%2C FAD/NAD(P)-binding;gene_id=b2907;logic_name=ena
"
2737,Chromosome,ena,gene,3053515,3054840,.,-,.,"ID=gene:b2908;Name=pepP;biotype=protein_coding;description=proline aminopeptidase P II;gene_id=b2908;logic_name=ena
"
2738,Chromosome,ena,gene,3054866,3055444,.,-,.,"ID=gene:b2909;Name=ygfB;biotype=protein_coding;description=UPF0149 family protein;gene_id=b2909;logic_name=ena
"
2739,Chromosome,ena,gene,3055612,3055941,.,+,.,"ID=gene:b2910;Name=zapA;biotype=protein_coding;description=FtsZ stabilizer;gene_id=b2910;logic_name=ena
"
2740,Chromosome,ena,gene,3056241,3056789,.,+,.,"ID=gene:b2912;Name=fau;biotype=protein_coding;description=5-formyltetrahydrofolate cyclo-ligase family protein;gene_id=b2912;logic_name=ena
"
2741,Chromosome,ena,gene,3056890,3056949,.,-,.,"ID=gene:b4665;Name=ibsC;biotype=protein_coding;description=toxic membrane protein;gene_id=b4665;logic_name=ena
"
2742,Chromosome,ena,gene,3057178,3058410,.,-,.,"ID=gene:b2913;Name=serA;biotype=protein_coding;description=D-3-phosphoglycerate dehydrogenase;gene_id=b2913;logic_name=ena
"
2743,Chromosome,ena,gene,3058666,3059325,.,-,.,"ID=gene:b2914;Name=rpiA;biotype=protein_coding;description=ribose 5-phosphate isomerase%2C constitutive;gene_id=b2914;logic_name=ena
"
2744,Chromosome,ena,gene,3059753,3060646,.,+,.,"ID=gene:b2916;Name=argP;biotype=protein_coding;description=transcriptional regulator for arginine transport and DNA replication genes%3B replication initiation inhibitor;gene_id=b2916;logic_name=ena
"
2745,Chromosome,ena,gene,3060850,3062994,.,+,.,"ID=gene:b2917;Name=scpA;biotype=protein_coding;description=methylmalonyl-CoA mutase;gene_id=b2917;logic_name=ena
"
2746,Chromosome,ena,gene,3062987,3063982,.,+,.,"ID=gene:b2918;Name=argK;biotype=protein_coding;description=membrane ATPase/protein kinase;gene_id=b2918;logic_name=ena
"
2747,Chromosome,ena,gene,3063993,3064778,.,+,.,"ID=gene:b2919;Name=scpB;biotype=protein_coding;description=methylmalonyl-CoA decarboxylase%2C biotin-independent;gene_id=b2919;logic_name=ena
"
2748,Chromosome,ena,gene,3064802,3066280,.,+,.,"ID=gene:b2920;Name=scpC;biotype=protein_coding;description=propionyl-CoA:succinate CoA transferase;gene_id=b2920;logic_name=ena
"
2749,Chromosome,ena,gene,3066277,3067173,.,-,.,"ID=gene:b2921;Name=ygfI;biotype=protein_coding;description=putative DNA-binding transcriptional regulator;gene_id=b2921;logic_name=ena
"
2750,Chromosome,ena,gene,3067340,3068080,.,-,.,"ID=gene:b2922;Name=yggE;biotype=protein_coding;description=oxidative stress defense protein;gene_id=b2922;logic_name=ena
"
2751,Chromosome,ena,gene,3068173,3068808,.,-,.,"ID=gene:b2923;Name=argO;biotype=protein_coding;description=arginine transporter;gene_id=b2923;logic_name=ena
"
2752,Chromosome,ena,gene,3068947,3069807,.,-,.,"ID=gene:b2924;Name=mscS;biotype=protein_coding;description=mechanosensitive channel protein%2C small conductance;gene_id=b2924;logic_name=ena
"
2753,Chromosome,ena,gene,3070165,3071244,.,-,.,"ID=gene:b2925;Name=fbaA;biotype=protein_coding;description=fructose-bisphosphate aldolase%2C class II;gene_id=b2925;logic_name=ena
"
2754,Chromosome,ena,gene,3071459,3072622,.,-,.,"ID=gene:b2926;Name=pgk;biotype=protein_coding;description=phosphoglycerate kinase;gene_id=b2926;logic_name=ena
"
2755,Chromosome,ena,gene,3072672,3073691,.,-,.,"ID=gene:b2927;Name=epd;biotype=protein_coding;description=D-erythrose 4-phosphate dehydrogenase;gene_id=b2927;logic_name=ena
"
2756,Chromosome,ena,gene,3073976,3074689,.,-,.,"ID=gene:b2928;Name=yggC;biotype=protein_coding;description=putative PanK family P-loop kinase;gene_id=b2928;logic_name=ena
"
2757,Chromosome,ena,gene,3074686,3075195,.,-,.,"ID=gene:b2929;Name=yggD;biotype=protein_coding;description=MtlR family putative transcriptional repressor;gene_id=b2929;logic_name=ena
"
2758,Chromosome,ena,gene,3075217,3076182,.,-,.,"ID=gene:b2930;Name=yggF;biotype=protein_coding;description=fructose 1%2C6 bisphosphatase isozyme;gene_id=b2930;logic_name=ena
"
2759,Chromosome,ena,gene,3076179,3077456,.,-,.,"ID=gene:b4465;Name=yggP;biotype=protein_coding;description=putative Zn-binding dehydrogenase;gene_id=b4465;logic_name=ena
"
2760,Chromosome,ena,gene,3077471,3078859,.,-,.,"ID=gene:b2933;Name=cmtA;biotype=protein_coding;description=putative mannitol-specific PTS IIB and IIC components;gene_id=b2933;logic_name=ena
"
2761,Chromosome,ena,gene,3078887,3079330,.,-,.,"ID=gene:b2934;Name=cmtB;biotype=protein_coding;description=putative mannitol-specific enzyme IIA component of PTS;gene_id=b2934;logic_name=ena
"
2762,Chromosome,ena,gene,3079644,3081635,.,-,.,"ID=gene:b2935;Name=tktA;biotype=protein_coding;description=transketolase 1%2C thiamine triphosphate-binding;gene_id=b2935;logic_name=ena
"
2763,Chromosome,ena,gene,3081913,3082671,.,+,.,"ID=gene:b2936;Name=loiP;biotype=protein_coding;description=Phe-Phe periplasmic metalloprotease%2C OM lipoprotein%3B low salt-inducible%3B Era-binding heat shock protein;gene_id=b2936;logic_name=ena
"
2764,Chromosome,ena,gene,3082877,3083797,.,-,.,"ID=gene:b2937;Name=speB;biotype=protein_coding;description=agmatinase;gene_id=b2937;logic_name=ena
"
2765,Chromosome,ena,gene,3083935,3085911,.,-,.,"ID=gene:b2938;Name=speA;biotype=protein_coding;description=biosynthetic arginine decarboxylase%2C PLP-binding;gene_id=b2938;logic_name=ena
"
2766,Chromosome,ena,gene,3085920,3086051,.,-,.,"ID=gene:b2939;Name=yqgB;biotype=protein_coding;description=uncharacterized protein;gene_id=b2939;logic_name=ena
"
2767,Chromosome,ena,gene,3086187,3086402,.,+,.,"ID=gene:b2940;Name=yqgC;biotype=protein_coding;description=uncharacterized protein;gene_id=b2940;logic_name=ena
"
2768,Chromosome,ena,gene,3086706,3087860,.,+,.,"ID=gene:b2942;Name=metK;biotype=protein_coding;description=S-adenosylmethionine synthetase;gene_id=b2942;logic_name=ena
"
2769,Chromosome,ena,gene,3088284,3089678,.,+,.,"ID=gene:b2943;Name=galP;biotype=protein_coding;description=D-galactose transporter;gene_id=b2943;logic_name=ena
"
2770,Chromosome,ena,gene,3089755,3090252,.,+,.,"ID=gene:b2944;Name=yggI;biotype=protein_coding;description=Zn-dependent metalloprotease-related protein;gene_id=b2944;logic_name=ena
"
2771,Chromosome,ena,gene,3090347,3091054,.,+,.,"ID=gene:b2945;Name=endA;biotype=protein_coding;description=DNA-specific endonuclease I;gene_id=b2945;logic_name=ena
"
2772,Chromosome,ena,gene,3091134,3091865,.,+,.,"ID=gene:b2946;Name=rsmE;biotype=protein_coding;description=16S rRNA m(3)U1498 methyltransferase%2C SAM-dependent;gene_id=b2946;logic_name=ena
"
2773,Chromosome,ena,gene,3091878,3092828,.,+,.,"ID=gene:b2947;Name=gshB;biotype=protein_coding;description=glutathione synthetase;gene_id=b2947;logic_name=ena
"
2774,Chromosome,ena,gene,3092937,3093500,.,+,.,"ID=gene:b2948;Name=yqgE;biotype=protein_coding;description=uncharacterized protein;gene_id=b2948;logic_name=ena
"
2775,Chromosome,ena,gene,3093500,3093916,.,+,.,"ID=gene:b2949;Name=yqgF;biotype=protein_coding;description=putative Holliday junction resolvase;gene_id=b2949;logic_name=ena
"
2776,Chromosome,ena,gene,3094100,3095080,.,-,.,"ID=gene:b2950;Name=yggR;biotype=protein_coding;description=putative PilT family AAA+ ATPase;gene_id=b2950;logic_name=ena
"
2777,Chromosome,ena,gene,3095098,3095802,.,+,.,"ID=gene:b2951;Name=yggS;biotype=protein_coding;description=UPF0001 family protein%2C PLP-binding;gene_id=b2951;logic_name=ena
"
2778,Chromosome,ena,gene,3095820,3096386,.,+,.,"ID=gene:b2952;Name=yggT;biotype=protein_coding;description=putative inner membrane protein%3B compensates for loss in K+ uptake;gene_id=b2952;logic_name=ena
"
2779,Chromosome,ena,gene,3096383,3096673,.,+,.,"ID=gene:b2953;Name=yggU;biotype=protein_coding;description=UPF0235 family protein;gene_id=b2953;logic_name=ena
"
2780,Chromosome,ena,gene,3096681,3097274,.,+,.,"ID=gene:b2954;Name=rdgB;biotype=protein_coding;description=dITP/XTP pyrophosphatase;gene_id=b2954;logic_name=ena
"
2781,Chromosome,ena,gene,3097267,3098403,.,+,.,"ID=gene:b2955;Name=yggW;biotype=protein_coding;description=HemN family putative oxidoreductase;gene_id=b2955;logic_name=ena
"
2782,Chromosome,ena,gene,3098558,3099565,.,-,.,"ID=gene:b2956;Name=yggM;biotype=protein_coding;description=DUF1202 family putative secreted protein;gene_id=b2956;logic_name=ena
"
2783,Chromosome,ena,gene,3099682,3100728,.,-,.,"ID=gene:b2957;Name=ansB;biotype=protein_coding;description=periplasmic L-asparaginase 2;gene_id=b2957;logic_name=ena
"
2784,Chromosome,ena,gene,3100904,3101623,.,-,.,"ID=gene:b2958;Name=yggN;biotype=protein_coding;description=DUF2884 family putative periplasmic protein;gene_id=b2958;logic_name=ena
"
2785,Chromosome,ena,gene,3101807,3102133,.,-,.,"ID=gene:b2959;Name=yggL;biotype=protein_coding;description=DUF469 family protein;gene_id=b2959;logic_name=ena
"
2786,Chromosome,ena,gene,3102133,3102852,.,-,.,"ID=gene:b2960;Name=trmI;biotype=protein_coding;description=tRNA m(7)G46 methyltransferase%2C SAM-dependent;gene_id=b2960;logic_name=ena
"
2787,Chromosome,ena,gene,3103013,3104065,.,+,.,"ID=gene:b2961;Name=mutY;biotype=protein_coding;description=adenine DNA glycosylase;gene_id=b2961;logic_name=ena
"
2788,Chromosome,ena,gene,3104093,3104368,.,+,.,"ID=gene:b2962;Name=yggX;biotype=protein_coding;description=oxidative damage protective factor for iron-sulfur proteins;gene_id=b2962;logic_name=ena
"
2789,Chromosome,ena,gene,3104433,3105512,.,+,.,"ID=gene:b2963;Name=mltC;biotype=protein_coding;description=membrane-bound lytic murein transglycosylase C;gene_id=b2963;logic_name=ena
"
2790,Chromosome,ena,gene,3105714,3106970,.,+,.,"ID=gene:b2964;Name=nupG;biotype=protein_coding;description=nucleoside transporter;gene_id=b2964;logic_name=ena
"
2791,Chromosome,ena,gene,3107020,3109155,.,-,.,"ID=gene:b2965;Name=speC;biotype=protein_coding;description=ornithine decarboxylase%2C constitutive;gene_id=b2965;logic_name=ena
"
2792,Chromosome,ena,gene,3109553,3110260,.,+,.,"ID=gene:b2966;Name=yqgA;biotype=protein_coding;description=DUF554 family putative inner membrane protein;gene_id=b2966;logic_name=ena
"
2793,Chromosome,ena,gene,3110590,3111126,.,-,.,"ID=gene:b2968;Name=yghD;biotype=protein_coding;description=putative membrane-anchored secretion pathway M-type protein;gene_id=b2968;logic_name=ena
"
2794,Chromosome,ena,gene,3113067,3113477,.,-,.,"ID=gene:b2971;Name=yghG;biotype=protein_coding;description=secretin (GspDbeta) OM localization lipoprotein pilotin;gene_id=b2971;logic_name=ena
"
2795,Chromosome,ena,gene,3113543,3114352,.,-,.,"ID=gene:b2972;Name=pppA;biotype=protein_coding;description=bifunctional prepilin leader peptidase/ methylase;gene_id=b2972;logic_name=ena
"
2796,Chromosome,ena,gene,3114550,3119112,.,-,.,"ID=gene:b4466;Name=sslE;biotype=protein_coding;description=putative secreted and surface-associated lipoprotein mucinase;gene_id=b4466;logic_name=ena
"
2797,Chromosome,ena,gene,3119597,3121279,.,-,.,"ID=gene:b2975;Name=glcA;biotype=protein_coding;description=glycolate transporter;gene_id=b2975;logic_name=ena
"
2798,Chromosome,ena,gene,3121634,3123805,.,-,.,"ID=gene:b2976;Name=glcB;biotype=protein_coding;description=malate synthase G;gene_id=b2976;logic_name=ena
"
2799,Chromosome,ena,gene,3123827,3124231,.,-,.,"ID=gene:b2977;Name=glcG;biotype=protein_coding;description=DUF336 family protein;gene_id=b2977;logic_name=ena
"
2800,Chromosome,ena,gene,3124236,3125459,.,-,.,"ID=gene:b4467;Name=glcF;biotype=protein_coding;description=glycolate oxidase 4Fe-4S iron-sulfur cluster subunit;gene_id=b4467;logic_name=ena
"
2801,Chromosome,ena,gene,3125470,3126522,.,-,.,"ID=gene:b4468;Name=glcE;biotype=protein_coding;description=glycolate oxidase FAD binding subunit;gene_id=b4468;logic_name=ena
"
2802,Chromosome,ena,gene,3126522,3128021,.,-,.,"ID=gene:b2979;Name=glcD;biotype=protein_coding;description=glycolate oxidase subunit%2C FAD-linked;gene_id=b2979;logic_name=ena
